player_id,name_short,name_long,position,nationality,name_ko_long,name_ko_short
978,K. Havertz,Kai Lukas Havertz,Midfielder,Germany,카이 하베르츠,K. 하베르츠
136723,N. Madueke,Chukwunonso Tristan Madueke,Midfielder,England,노니 마두에케,N. 마두에케
127769,G. Martinelli,Gabriel Teodoro Martinelli Silva,Midfielder,Brazil,가브리에우 마르티넬리,G. 마르티넬리
557442,C. O'Neill,Ceadach O'Neill,Attacker,Northern Ireland,케이다흐 오닐,C. 오닐
1460,B. Saka,Bukayo Ayoyinka Temidayo Saka,Midfielder,England,부카요 사카,B. 사카
1946,L. Trossard,Leandro Trossard,Midfielder,Belgium,레안드로 트로사르,L. 트로사르
18886,M. Dúbravka,Martin Dúbravka,Goalkeeper,Slovakia,마르틴 두브라우카,M. 두브라우카
44994,V. Hladký,Vaclav Hladky,Goalkeeper,Czechia,바츨라프 흘라드키,V. 흘라드키
328273,M. Weiß,Max Weiß,Goalkeeper,Germany,막스 바이스,M. 바이스
47903,H. Ekdal,Hjalmar Ekdal,Defender,Sweden,얄마르 에크달,H. 에크달
179400,M. Estève,Maxime Estève,Defender,France,막심 에스테브,M. 에스테브
375915,Q. Hartman,Quilindschy Hartman,Defender,Netherlands,퀼린치 하르트만,Q. 하르트만
181797,B. Humphreys,Bashir Humphreys,Defender,England,바시르 험프리스,B. 험프리스
330238,L. Pires,Lucas Pires Silva,Defender,Brazil,루카스 피레스,L. 피레스
637787,C. Scott,Cameron Scott,Defender,Scotland,캐머런 스콧,C. 스콧
19182,A. Tuanzebe,Axel Tuanzebe,Defender,DR Congo,악셀 튀앙제브,A. 튀앙제브
627,K. Walker,Kyle Andrew Walker,Defender,England,카일 워커,K. 워커
1746,J. Worrall,Joseph Adrian Worrall,Defender,England,조 워럴,J. 워럴
361388,E. Agyei,Enock Atta Agyei,Attacker,Belgium,이녹 에제이,E. 에제이
503414,G. Brierley,George Brierley,Midfielder,England,조지 브라이얼리,G. 브라이얼리
22,J. Bruun Larsen,Jacob Bruun Larsen,Attacker,Denmark,야콥 브룬 라르센,J. 브룬 라르센
19827,J. Cullen,Joshua Jon Cullen,Midfielder,Republic of Ireland,조시 컬렌,J. 컬렌
36927,Z. Flemming,Zian Flemming,Attacker,Netherlands,지안 플레밍,Z. 플레밍
575,Florentino,Florentino Ibrain Morris Luís,Midfielder,Portugal,플로렌티누 루이스,플로렌티누
20303,J. Laurent,Joshua Ishaele Jacob-Heron Hunt-Laurent,Midfielder,England,조시 로런트,J. 로런트
557387,K. M. Brown,Kian McMahon-Brown,Attacker,Ireland,키언 맥마흔브라운,K. M. 맥마흔브라운
180560,H. Mejbri,Hannibal Mejbri,Midfielder,Tunisia,한니발,H. 한니발
456637,O. Pimlott,Oliver Pimlott,Midfielder,England,올리버 핌럿,O. 핌럿
270508,L. Ugochukwu,Lesley Chimuanya Ugochukwu,Midfielder,France,레슬리 우고추쿠,L. 우고추쿠
2938,J. Ward-Prowse,James Michael Edward Ward-Prowse,Midfielder,England,제임스 워드프라우스,J. 워드프라우스
196855,J. Anthony,Jaidon Kya Denley Anthony,Midfielder,England,제이든 안토니,J. 안토니
18927,A. Barnes,Ashley Luke Barnes,Attacker,England,애슐리 반스,A. 반스
138822,A. Broja,Armando Broja,Attacker,Albania,아르만도 브로야,A. 브로야
37882,M. Edwards,Marcus Edwards,Attacker,England,마커스 에드워즈,M. 에드워즈
98936,L. Foster,Lyle Brent Foster,Attacker,South Africa,라일 포스터,L. 포스터
161621,L. Tchaouna,Loum Tchaouna,Attacker,France,룸 차우나,L. 차우나
37381,M. Trésor,Mike Trésor Ndayishimiye,Attacker,Belgium,마이크 트레조르,M. 트레조르
82855,T. King,Thomas Lloyd King,Goalkeeper,Wales,톰 킹,T. 킹
2932,J. Pickford,Jordan Lee Pickford,Goalkeeper,England,조던 픽포드,J. 픽포드
18860,M. Travers,Mark Travers,Goalkeeper,Republic of Ireland,마크 트레이버스,M. 트레이버스
431921,A. Aznou,Adam Aznou Ben Cheikh,Defender,Spain,아담 아즈누,A. 아즈누
17661,J. Branthwaite,Jarrad Paul Branthwaite,Defender,England,제러드 브랜스웨이트,J. 브랜스웨이트
18758,S. Coleman,Séamus Coleman,Midfielder,Republic of Ireland,셰이머스 콜먼,S. 콜먼
2934,M. Keane,Michael Vincent Keane,Defender,England,마이클 킨,M. 킨
2165,V. Mykolenko,Vitalii Mykolenko,Defender,Ukraine,비탈리 미콜렌코,V. 미콜렌코
270139,J. O'Brien,Jake O'Brien,Defender,Republic of Ireland,제이크 오브라이언,J. 오브라이언
138417,N. Patterson,Nathan Kenneth Patterson,Defender,Scotland,네이선 패터슨,N. 패터슨
2936,J. Tarkowski,James Alan Tarkowski,Defender,England,제임스 타코우스키,J. 타코우스키
284327,R. Welch,Reece Belfield Welch,Defender,England,리스 웰치,R. 웰치
195993,C. Alcaraz,Carlos Jonas Alcaraz Duran,Midfielder,Argentina,카를로스 알카라스,C. 알카라스
405360,H. Armstrong,Harrison Armstrong,Midfielder,England,해리슨 암스트롱,H. 암스트롱
546654,C. Bates,Callum Bates,Midfielder,England,캘럼 베이츠,C. 베이츠
148099,K. Dewsbury-Hall,Kiernan Frank Dewsbury-Hall,Midfielder,England,키어넌 듀스버리홀,K. 듀스버리홀
895,J. Garner,James David Garner,Midfielder,England,제임스 가너,J. 가너
19187,J. Grealish,Jack Peter Grealish,Midfielder,England,잭 그릴리시,J. 그릴리시
2990,I. Gueye,Idrissa Gana Gueye,Midfielder,Senegal,이드리사 게이,I. 게이
284500,T. Iroegbunam,Timothy Emeka Iroegbunam,Midfielder,England,팀 이러부넘,T. 이러부넘
18929,D. McNeil,Dwight James Matthew McNeil,Midfielder,England,드와이트 맥닐,D. 맥닐
588468,M. Olayiwola,Malik Olayiwola,Midfielder,England,말리크 올라이이올라,M. 올라이이올라
202854,M. Röhl,Merlin Röhl,Midfielder,Germany,메를린 뢸,M. 뢸
343684,T. Barry,Thierno Barry,Attacker,France,티에르노 바리,T. 바리
125743,Beto,Norberto Bercique Gomes Betuncal,Attacker,Portugal,베투,베투
304317,T. Dibling,Tyler-Jay Dibling,Midfielder,England,타일러 디블링,T. 디블링
334037,T. George,Tyrique Aaron Delali Yusuff George,Attacker,England,타이리크 조지,T. 조지
413034,B. Graham,Braiden Graham,Attacker,Northern Ireland,브레이든 그레이엄,B. 그레이엄
18592,I. Ndiaye,Iliman Cheikh Baroy Ndiaye,Midfielder,Senegal,일리만 은디아이,I. 은디아이
344247,L. Gunter,Luca Gunter,Goalkeeper,England,루카 건터,L. 건터
467839,J. Byfield,Jun'ai Byfield,Defender,England,주나이 바이필드,J. 바이필드
459203,M. Hardy,Malachi Hardy,Defender,England,말라카이 하디,M. 하디
584077,T. Hall,Tyrese Hall,Midfielder,England,타이리스 홀,T. 홀
310531,R. Kyerematen,Rio Kyerematen,Midfielder,England,리오 키예레마텐,R. 키예레마텐
394935,M. Melia,Mason Melia,Attacker,Republic of Ireland,메이슨 멜리아,M. 멜리아
557391,T. Thompson,Tynan Thompson,Attacker,England,타이넌 톰프슨,T. 톰프슨
465310,L. Williams-Barnett,Luca Jamie Williams-Barnett,Midfielder,England,루카 윌리엄스바넷,L. 윌리엄스바넷
253,A. Areola,Alphonse Francis Areola,Goalkeeper,France,알폰스 아레올라,A. 아레올라
15870,M. Hermansen,Mads Hermansen,Goalkeeper,Denmark,마스 헤르만센,M. 헤르만센
337932,F. Herrick,Finlay Jacob Herrick,Goalkeeper,England,핀리 헤릭,F. 헤릭
409303,E. Diouf,El Hadji Malick Diouf,Defender,Senegal,엘 하지 말리크 디우프,E. M. 디우프
21998,A. Disasi,Axel Wilson Arthur Disasi Mhakinis Belho,Defender,France,악셀 디사시,A. 디사시
557541,A. Golambeckis,Airidas Golambeckis,Defender,England,아이리다스 골람베키스,A. 골람베키스
18744,M. Kilman,Maximilian William Kilman,Defender,England,맥스 킬먼,M. 킬먼
1445,K. Mavropanos,Konstantinos Mavropanos,Defender,Greece,콘스탄티노스 마브로파노스,K. 마브로파노스
553065,E. Mayers,Ezra Mayers,Defender,England,에즈라 메이어스,E. 메이어스
327730,O. Scarles,Oliver Scarles,Defender,England,올리버 스칼스,O. 스칼스
138,J. Todibo,Jean-Clair Dimitri Roger Todibo,Defender,France,장클레어 토디보,J. 토디보
171,K. Walker-Peters,Kyle Leonardus Walker-Peters,Defender,England,카일 워커피터스,K. 워커피터스
18846,A. Wan-Bissaka,Aaron Wan-Bissaka,Defender,DR Congo,아론 완비사카,A. 완비사카
336585,M. Fernandes,Mateus Gonçalo Espanha Fernandes,Midfielder,Portugal,마테우스 페르난드스,M. 페르난드스
401278,M. Kanté,Mohamadou Kanté,Midfielder,France,모아마두 칸테,M. 칸테
358969,K. Lamadrid,Keiber Alberto Lamadrid Briceño,Midfielder,Venezuela,케이베르 라마드리드,K. 라마드리드
326176,S. Magassa,Soungoutou Magassa,Midfielder,France,순구투 마가사,S. 마가사
288118,L. Orford,Lewis Orford,Midfielder,England,루이스 오퍼드,L. 오퍼드
284446,F. Potts,Freddie Potts,Midfielder,England,프레디 포츠,F. 포츠
1243,T. Souček,Tomáš Souček,Midfielder,Czechia,토마시 소우체크,T. 소우체크
557409,J. Ajala,Joshua Ajala,Attacker,England,조슈아 아잘라,J. 아잘라
19428,J. Bowen,Jarrod Bowen,Attacker,England,재러드 보언,J. 보언
50856,T. Castellanos,Valentín Mariano José Castellanos Giménez,Attacker,Argentina,타티 카스테야노스,T. 카스테야노스
301187,Pablo,Pablo Felipe Pereira de Jesus,Attacker,Portugal,파블루,파블루
37724,C. Summerville,Crysencio Jilbert Sylverio Cir Summerville,Attacker,Netherlands,크리센시오 서머빌,C. 서머빌
18753,A. Traoré,Adama Traoré Diarra,Attacker,Spain,아다마 트라오레,A. 트라오레
2939,C. Wilson,Callum Eddie Graham Wilson,Attacker,England,칼럼 윌슨,C. 윌슨
286616,F. Jörgensen,Filip Jörgensen,Goalkeeper,Denmark,필리프 예르겐센,F. 예르겐센
287868,M. Merrick,Max Merrick,Goalkeeper,England,맥스 메릭,M. 메릭
18959,R. Sánchez,Robert Lynch Sánchez,Goalkeeper,Spain,로베르트 산체스,R. 산체스
180940,T. Sharman-Lowe,Teddy Samuel Sharman-Lowe,Goalkeeper,England,테디 샤먼로,T. 샤먼로
64167,G. Słonina,Gabriel Paweł Słonina,Goalkeeper,USA,가브리엘 슬로니나,G. 슬로니나
366735,J. Acheampong,Joshua Kofi Acheampong,Defender,England,조시 아체암퐁,J. 아체암퐁
19145,T. Adarabioyo,Abdul-Nasir Oluwatosin Oluwadoyinsolami Adarabioyo,Defender,England,토신 아다라비오요,T. 아다라비오요
95,B. Badiashile,Benoît Ntambue Badiashile Mukinayi Baya,Defender,France,베노아 바디아실,B. 바디아실
19720,T. Chalobah,Trevoh Thomas Chalobah,Defender,England,트레보 찰로바,T. 찰로바
47380,M. Cucurella,Marc Cucurella Saseta,Defender,Spain,마르크 쿠쿠레야,M. 쿠쿠레야
22094,W. Fofana,Wesley Tidjan Fofana,Defender,France,웨슬리 포파나,W. 포파나
161907,M. Gusto,Malo Gusto,Defender,France,말로 귀스토,M. 귀스토
341642,J. Hato,Jorrel Hato,Defender,Netherlands,요럴 하토,J. 하토
19545,R. James,Reece Lewis James,Midfielder,England,리스 제임스,R. 제임스
276184,M. Sarr,Mamadou Sarr,Defender,France,마마두 사르,M. 사르
305834,A. Santos,Andrey Nascimento dos Santos,Midfielder,Brazil,안드레이 산투스,A. 산투스
116117,M. Caicedo,Moisés Isaac Caicedo Corozo,Midfielder,Ecuador,모이세스 카이세도,M. 카이세도
417653,J. Derry,Jesse Derry,Attacker,England,제시 데리,J. 데리
308678,D. Essugo,Dário Cassia Luís Essugo,Midfielder,Portugal,다리우 이수구,D. 이수구
5996,E. Fernández,Enzo Jeremías Fernández,Midfielder,Argentina,엔소 페르난데스,E. 페르난데스
610563,C. Holland,Charlie Holland,Midfielder,England,찰리 홀랜드,C. 홀랜드
557379,R. Kavuma McQueen,Ryan Kavuma-McQueen,Attacker,England,라이언 카부마맥퀸,R. 카부마맥퀸
282125,R. Lavia,Roméo Lavia,Midfielder,Belgium,로메오 라비아,R. 라비아
152982,C. Palmer,Cole Jermaine Palmer,Midfielder,England,콜 파머,C. 파머
482888,R. Walsh,Reggie Walsh,Midfielder,England,레지 월시,R. 월시
161948,L. Delap,Liam Rory Delap,Attacker,England,리엄 델랍,L. 델랍
425733,Estêvão,Estêvão Willian Almeida de Oliveira Gonçalves,Attacker,Brazil,이스테방,이스테방
284324,A. Garnacho,Alejandro Garnacho Ferreyra,Attacker,Argentina,알레한드로 가르나초,A. 가르나초
286894,J. Bynoe-Gittens,Jamie Jermaine Bynoe-Gittens,Midfielder,England,제이미 기튼스,J. 기튼스
392270,M. Guiu,Marc Guiu Paz,Attacker,Spain,마르크 기우,M. 기우
10329,J. Pedro,João Pedro Junqueira de Jesus,Attacker,Brazil,주앙 페드루,J. 페드루
359117,S. Mheuka,Shumaira Mheuka,Attacker,England,슈마이라 뮤카,S. 뮤카
1864,P. Neto,Pedro Lomba Neto,Midfielder,Portugal,페드루 네투,P. 네투
19012,M. Bettinelli,Marcus Bettinelli,Goalkeeper,England,마커스 베티넬리,M. 베티넬리
162489,J. Trafford,James Harrington Trafford,Goalkeeper,England,제임스 트래포드,J. 트래포드
21138,R. Aït-Nouri,Rayan Aït-Nouri,Midfielder,Algeria,라얀 아이트누리,R. 아이트누리
18861,N. Aké,Nathan Benjamin Aké,Defender,Netherlands,네이선 아케,N. 아케
293168,M. Alleyne,Max Alleyne,Defender,England,맥스 알레인,M. 알레인
567,R. Dias,Rúben dos Santos Gato Alves Dias,Defender,Portugal,후벵 디아스,R. 디아스
67971,M. Guéhi,Addji Keaninkin Marc-Israel Guéhi,Defender,England,마크 게히,M. 게히
129033,J. Gvardiol,Joško Gvardiol,Defender,Croatia,요슈코 그바르디올,J. 그바르디올
360114,A. Khusanov,Abduqodir Khusanov,Defender,Uzbekistan,압두코디르 후사노프,A. 후사노프
284230,R. Lewis,Rico Henry Mark Lewis,Defender,England,리코 루이스,R. 루이스
626,J. Stones,John Stones,Defender,England,존 스톤스,J. 스톤스
156477,R. Cherki,Mathis Rayan Cherki,Midfielder,France,라얀 셰르키,R. 셰르키
631,P. Foden,Philip Walter Foden,Attacker,England,필 포든,P. 포든
389034,C. Gray,Charlie Gray,Midfielder,England,찰리 그레이,C. 그레이
2291,M. Kovačić,Mateo Kovačić,Midfielder,Croatia,마테오 코바치치,M. 코바치치
442048,R. McAidoo,Ryan McAidoo,Attacker,England,라이언 맥아이두,R. 맥아이두
161933,N. Gonzalez,Nicolás González Iglesias,Midfielder,Spain,니코 곤잘레스,N. 곤잘레스
41621,M. Nunes,Matheus Luiz Nunes,Midfielder,Portugal,마테우스 누느스,M. 누느스
323591,S. Nypan,Sverre Halseth Nypan,Midfielder,Norway,스베레 뉘판,S. 뉘판
307123,N. O'Reilly,Nico O'Reilly,Defender,England,니코 오라일리,N. 오라일리
36902,T. Reijnders,Tijjani Reijnders,Midfielder,Netherlands,티야니 레인더르스,T. 레인더르스
44,Rodri,Rodrigo Hernández Cascante,Midfielder,Spain,로드리,로드리
568413,T. Samba,Tyrone Samba,Attacker,England,타이론 삼바,T. 삼바
636,B. Silva,Bernardo Mota Veiga de Carvalho e Silva,Midfielder,Portugal,베르나르두 실바,B. 실바
1422,J. Doku,Jérémy Baffour Doku,Attacker,Belgium,제레미 도쿠,J. 도쿠
1100,E. Haaland,Erling Braut Haaland,Attacker,Norway,엘링 홀란,E. 홀란
448969,R. Heskey,Reigan Heskey,Attacker,England,레이건 헤스키,R. 헤스키
81573,O. Marmoush,Omar Khaled Mohamed Abd Elsala Marmoush,Attacker,Egypt,오마르 마르무시,O. 마르무시
266657,Sávio,Sávio Moreira de Oliveira,Attacker,Brazil,사비우,사비우
19281,A. Semenyo,Antoine Serlom Semenyo,Midfielder,Ghana,앙투앙 세메뇨,A. 세메뇨
449076,N. Ramming,Nils Ramming,Goalkeeper,Sweden,닐스 라밍,N. 라밍
18960,J. Steele,Jason Sean Steele,Goalkeeper,England,제이슨 스틸,J. 스틸
129058,B. Verbruggen,Bart Verbruggen,Goalkeeper,Netherlands,바르트 페르브뤼헌,B. 페르브뤼헌
22160,O. Boscagli,Olivier Maxime Boscagli,Defender,France,올리비에 보스칼리,O. 보스칼리
162007,M. De Cuyper,Maxim De Cuyper,Defender,Belgium,막심 더카위퍼르,M. 더카위퍼르
18963,L. Dunk,Lewis Carl Dunk,Defender,England,루이스 덩크,L. 덩크
7600,Igor,Igor Júlio dos Santos de Paulo,Defender,Brazil,이고르 줄리우,이고르 줄리우
1361,F. Kadıoğlu,Ferdi Erenay Kadıoğlu,Midfielder,Türkiye,페르디 카드올루,F. 카드올루
412086,F. Simmonds,Freddie Simmonds,Defender,England,프레디 시먼즈,F. 시먼즈
328076,C. Tasker,Charlie Tasker,Defender,England,찰리 태스커,C. 태스커
537,J. Veltman,Joël Ivo Veltman,Defender,Netherlands,요엘 펠트만,J. 펠트만
38695,J. van Hecke,Jan Paul van Hecke,Defender,Netherlands,얀 파울 판헤커,J. 판헤커
265820,Y. Ayari,Yasin Abbas Ayari,Midfielder,Sweden,야신 아야리,Y. 아야리
356041,C. Baleba,Carlos Noom Quomah Baleba,Midfielder,Cameroon,카를로스 발레바,C. 발레바
278370,D. Gómez,Diego Alexander Gómez Amarilla,Midfielder,Paraguay,디에고 고메스,D. 고메스
18970,P. Groß,Pascal Groß,Midfielder,Germany,파스칼 그로스,P. 그로스
305730,J. Hinshelwood,Jack Luca Hinshelwood,Midfielder,England,잭 힌셸우드,J. 힌셸우드
392610,H. Howell,Harry Howell,Midfielder,England,해리 하월,H. 하월
296,J. Milner,James Philip Milner,Midfielder,England,제임스 밀너,J. 밀너
19030,M. O'Riley,Matthew Sean O'Riley,Midfielder,Denmark,맷 오라일리,M. 오라일리
92993,M. Wieffer,Mats Wieffer,Defender,Netherlands,마츠 비퍼르,M. 비퍼르
392482,C. Kostoulas,Charalampos Kostoulas,Attacker,Greece,하랄람보스 코스툴라스,Ch. 코스툴라스
18973,S. March,Solomon Benjamin March,Midfielder,England,솔리 마치,S. 마치
383685,Y. Minteh,Yankuba Minteh Moat,Midfielder,Gambia,얀쿠바 민테,Y. 민테
106835,K. Mitoma,Kaoru Mitoma,Attacker,Japan,미토마 카오루,K. 미토마
553958,N. Oriola,Nehemiah Oriola,Attacker,England,네헤미야 오리올라,N. 오리올라
90590,G. Rutter,Georginio Rutter,Attacker,France,조르지뇨 뤼터,G. 뤼터
343311,S. Tzimas,Stefanos Tzimas,Attacker,Greece,스테파노스 치마스,S. 치마스
1469,D. Welbeck,Daniel Nii Tackie Mensah Welbeck,Attacker,England,대니 웰벡,D. 웰벡
22157,W. Benítez,Walter Daniel Benítez,Goalkeeper,Argentina,왈테르 베니테스,W. 베니테스
19088,D. Henderson,Dean Bradley Henderson,Goalkeeper,England,딘 헨더슨,D. 헨더슨
19684,R. Matthews,Remi Luke Matthews,Goalkeeper,England,레미 매튜스,R. 매튜스
557414,D. Benamar,Dean Benamar,Defender,England,딘 베나마르,D. 베나마르
412759,J. Canvot,Jaydee Canvot,Defender,France,제이디 캉보,J. 캉보
380703,R. Cardines,Rio Cardines,Midfielder,England,리오 카딘스,R. 카딘스
18862,N. Clyne,Nathaniel Edwin Clyne,Defender,England,나다니엘 클라인,N. 클라인
557584,G. King,George King,Defender,England,조지 킹,G. 킹
20995,M. Lacroix,Maxence Guy Lacroix,Defender,France,막상스 라크루아,M. 라크루아
182201,T. Mitchell,Tyrick Kwon Mitchell,Midfielder,England,타이리크 미첼,T. 미첼
13736,D. Muñoz,Daniel Muñoz Mejía,Defender,Colombia,다니엘 무뇨스,D. 무뇨스
278898,C. Riad,Chadi Riad Dnanou,Defender,Morocco,샤디 리아드,C. 리아드
126949,C. Richards,Christopher Jeffrey Richards,Defender,USA,크리스 리차즈,C. 리차즈
26303,B. Sosa,Borna Sosa,Defender,Croatia,보르나 소사,B. 소사
286458,J. Devenny,Justin Devenny,Midfielder,Scotland,저스틴 디베니,J. 디베니
557413,J. Drakes-Thomas,Joél Drakes-Thomas,Attacker,England,조엘 드레이크스토머스,J. 드레이크스토머스
18806,W. Hughes,William James Hughes,Midfielder,England,윌 휴즈,W. 휴즈
2601,D. Kamada,Daichi Kamada,Midfielder,Japan,카마다 다이치,D. 다이치
2490,J. Lerma,Jefferson Andrés Lerma Solís,Midfielder,Colombia,제페르손 레르마,J. 레르마
301295,K. Rodney,Kaden Kai Rodney,Midfielder,England,케이든 로드니,K. 로드니
403554,C. Uche,Christantus Ugonna Uche,Midfielder,Nigeria,크리산투스 우체,C. 우체
288102,A. Wharton,Adam James Wharton,Midfielder,England,아담 워튼,A. 워튼
557475,B. Casey,Ben Casey,Attacker,England,벤 케이시,B. 케이시
137303,E. Guessand,Evann Guessand,Attacker,Ivory Coast,에반 게상,E. 게상
129711,B. Johnson,Brennan Price Johnson,Attacker,Wales,브레넌 존슨,B. 존슨
2032,J. Strand Larsen,Jørgen Strand Larsen,Attacker,Norway,예르겐 스트란 라르센,J. 스트란 라르센
557416,Z. Marsh,Zach Marsh,Attacker,England,잭 마시,Z. 마시
25927,J. Mateta,Jean-Philippe Mateta,Attacker,France,장필리프 마테타,J. 마테타
1468,E. Nketiah,Edward Keddar Nketiah,Attacker,England,에디 은케티아,E. 은케티아
184226,Y. Pino,Yeremy Jesús Pino Santos,Midfielder,Spain,예레미 피노,Y. 피노
2218,I. Sarr,Ismaïla Sarr,Attacker,Senegal,이스마일라 사르,I. 사르
19340,E. Balcombe,Ellery Ronald Balcombe,Goalkeeper,England,엘러리 발콤,E. 발콤
389579,J. Eyestone,Julian Eyestone,Goalkeeper,USA,줄리언 아이스톤,J. 아이스톤
281,C. Kelleher,Caoimhín Odhrán Kelleher,Goalkeeper,Republic of Ireland,퀴빈 켈러허,C. 켈러허
61742,H. Valdimarsson,Hákon Rafn Valdimarsson,Goalkeeper,Iceland,하우콘 라픈 발디마르손,H. 발디마르손
1119,K. Ajer,Kristoffer Vassbakk Ajer,Defender,Norway,크리스토페르 아예르,K. 아예르
19495,N. Collins,Nathan Michael Collins,Defender,Republic of Ireland,네이선 콜린스,N. 콜린스
19346,R. Henry,Rico Antonio Henry,Defender,England,리코 헨리,R. 헨리
44871,A. Hickey,Aaron Buchanan Hickey,Defender,Scotland,에런 히키,A. 히키
342022,M. Kayode,Michael Olabode Kayode,Defender,Italy,마이클 카요데,M. 카요데
19789,E. Pinnock,Ethan Rupert Pinnock,Defender,Jamaica,이선 피녹,E. 피녹
577002,J. Stephenson,Joshua Stephenson,Defender,England,조슈아 스티븐슨,J. 스티븐슨
36922,S. van den Berg,Sepp van den Berg,Defender,Netherlands,셉 판덴베르흐,S. 판덴베르흐
513316,L. Bentt,Luka Bentt,Midfielder,USA,루카 벤트,L. 벤트
153066,F. Carvalho,Fábio Leandro Freitas Gouveia de Carvalho,Midfielder,Portugal,파비우 카르발류,F. 카르발류
15908,M. Damsgaard,Mikkel Krogh Damsgaard,Midfielder,Denmark,미켈 담스고르,M. 담스고르
292,J. Henderson,Jordan Brian Henderson,Midfielder,England,조던 헨더슨,J. 헨더슨
25073,V. Janelt,Vitaly Janelt,Midfielder,Germany,비탈리 야넬트,V. 야넬트
47438,M. Jensen,Mathias Jensen,Midfielder,Denmark,마티아스 옌센,M. 옌센
106725,K. Lewis-Potter,Keane William Lewis-Potter,Defender,England,킨 루이스포터,K. 루이스포터
178077,K. Schade,Kevin Schade,Midfielder,Germany,케빈 샤데,K. 샤데
263538,Y. Yarmolyuk,Yehor Yarmolyuk,Midfielder,Ukraine,예호르 야르몰류크,Y. 야르몰류크
402317,R. Donovan,Romelle Donovan,Midfielder,England,로멜 도너번,R. 도너번
393193,K. Furo,Kaye Iyowuna Furo,Attacker,Belgium,카예 푸로,K. 푸로
727,R. Nelson,Reiss Luke Nelson,Attacker,England,리스 넬슨,R. 넬슨
284797,D. Ouattara,Dango Aboubacar Faissal Ouattara,Attacker,Burkina Faso,당고 와타라,D. 와타라
624708,O. Shield,Ollie Shield,Defender,England,올리 실드,O. 실드
196156,Thiago,Igor Thiago Nascimento Rodrigues,Attacker,Brazil,이고르 티아구,I. 티아구
18885,K. Darlow,Karl Darlow,Goalkeeper,England,칼 달로,K. 달로
80296,L. Perri,Lucas Estella Perri,Goalkeeper,Brazil,루카스 페리,L. 페리
20619,I. Meslier,Illan Stéphane Meslier,Goalkeeper,France,일랑 멜리에,I. 멜리에
2279,E. Ampadu,Ethan Kwame Colm Raymond Ampadu,Defender,Wales,이선 암파두,E. 암파두
833,J. Bijol,Jaka Bijol,Defender,Slovenia,야카 비욜,J. 비욜
19201,J. Bogle,Jayden Ian Bogle,Midfielder,England,제이든 보글,J. 보글
1408,S. Bornauw,Sebastiaan Bornauw,Defender,Belgium,세바스티안 보르나우,S. 보르나우
19287,S. Byram,Samuel Mark Byram,Defender,England,샘 바이럼,S. 바이럼
47969,G. Gudmundsson,Gabriel Johan Gudmundsson,Midfielder,Sweden,가브리엘 구드문손,G. 구드문손
19760,J. Justin,James Michael Justin,Midfielder,England,제임스 저스틴,J. 저스틴
19321,J. Rodon,Joseph Peter Rodon,Defender,Wales,조 로든,J. 로든
64003,P. Struijk,Pascal Augustus Struijk,Defender,Netherlands,파스칼 스트라위크,P. 스트라위크
50739,B. Aaronson,Brenden Russell Aaronson,Midfielder,USA,브렌든 에런슨,B. 에런슨
311334,F. Buonanotte,Facundo Valentín Buonanotte,Midfielder,Argentina,파쿤도 부오나노테,F. 부오나노테
351344,S. Chambers,Samuel Nicholas Chambers,Midfielder,Scotland,샘 체임버스,S. 체임버스
129142,I. Gruev,Ilia Iliev Gruev,Midfielder,Bulgaria,일리아 그루에프,I. 그루에프
19329,D. James,Daniel Owen James,Midfielder,Wales,다니엘 제임스,D. 제임스
18901,S. Longstaff,Sean David Longstaff,Midfielder,England,숀 롱스태프,S. 롱스태프
177665,A. Stach,Anton Levi Stach,Midfielder,Germany,안톤 슈타흐,A. 슈타흐
32966,A. Tanaka,Ao Tanaka,Midfielder,Japan,타나카 아오,A. 아오
18766,D. Calvert-Lewin,Dominic Nathaniel Calvert-Lewin,Attacker,England,도미닉 칼버트르윈,D. 칼버트르윈
162128,W. Gnonto,Degnand Wilfried Gnonto,Attacker,Italy,윌프리드 뇬토,W. 뇬토
19461,L. Nmecha,Lukas Okechukwu Nmecha,Attacker,Germany,루카스 은메차,L. 은메차
48389,N. Okafor,Noah Arinzechukwu Okafor,Attacker,Switzerland,노아 오카포르,N. 오카포르
250,J. Piroe,Joël Mohammed Ramzan Piroe,Attacker,Netherlands,조엘 피루,J. 피루
329358,A. Bott,Aaron Bott,Goalkeeper,England,에런 보트,A. 보트
18933,A. Gunn,Angus Fraser James Gunn,Goalkeeper,Scotland,앵거스 건,A. 건
70366,John,John Victor Maciel Furtado,Goalkeeper,Brazil,종 빅토르,종 빅토르
25004,S. Ortega,Stefan Ortega Moreno,Goalkeeper,Germany,슈테판 오르테가,S. 오르테가
2919,M. Sels,Matz Willy Els Sels,Goalkeeper,Belgium,마츠 셀스,M. 셀스
357238,K. Willows,Keehan Willows,Goalkeeper,England,키한 윌로스,K. 윌로스
329357,Z. Abbott,Zach Abbott,Defender,England,잭 애보트,Z. 애보트
2771,O. Aina,Temitayo Olufisayo Olaoluwa Aina,Defender,Nigeria,올라 에이나,O. 에이나
18739,W. Boly,Willy-Arnaud Zobo Boly,Defender,Côte d'Ivoire,윌리 볼리,W. 볼리
362711,Jair,Jair Paula da Cunha Filho,Defender,Brazil,자이르 쿠냐,자이르 쿠냐
